country,quarter,Investment,Consumption,GDP,TradeBalance,inflation,unemployment,WorkingAgePop,DependencyRatio,year,q,GDP_lag1
Australia,1966-07-01,18810.0,68408.0,106235.0,4575.0,2.380952,1.8,7268875.5,60.9535177863125,1966,3,
Australia,1966-10-01,18789.0,69397.0,106934.0,4342.0,2.352941,1.7,7306552.25,60.8056674824717,1966,4,106235.0
Australia,1967-01-01,19096.0,70536.0,111116.0,4569.0,2.325581,1.8,7344229.0,60.657817178631,1967,1,106934.0
Australia,1967-04-01,19334.0,70693.0,110959.0,5635.0,3.488372,2.0,7385223.5,60.4783919328527,1967,2,111116.0
Australia,1967-07-01,19915.0,72078.0,113040.0,5089.0,4.651163,1.9,7426218.0,60.2989666870744,1967,3,110959.0
Australia,1967-10-01,20009.0,73039.0,114020.0,5506.0,3.448276,1.8,7467212.5,60.1195414412961,1967,4,113040.0
Australia,1968-01-01,20692.0,75132.0,113001.0,3303.0,3.409091,1.9,7508207.0,59.9401161955178,1968,1,114020.0
Australia,1968-04-01,21019.0,74808.0,117352.0,4665.0,2.247191,1.9,7553595.25,59.823086928166,1968,2,113001.0
Australia,1968-07-01,21199.0,75474.0,118899.0,4622.0,2.222222,1.8,7598983.5,59.7060576608142,1968,3,117352.0
Australia,1968-10-01,21726.0,76734.0,123337.0,6289.0,2.222222,1.7,7644371.75,59.5890283934624,1968,4,118899.0
Australia,1969-01-01,21649.0,78132.0,122488.0,4518.0,3.296703,1.8,7689760.0,59.4719991261106,1969,1,123337.0
Australia,1969-04-01,22279.0,79205.0,124915.0,5325.0,3.296703,1.8,7731813.75,59.3958954755836,1969,2,122488.0
Australia,1969-07-01,22164.0,80906.0,126980.0,6613.0,3.26087,1.7,7773867.5,59.3197918250566,1969,3,124915.0
Australia,1969-10-01,22542.0,82330.0,129914.0,6941.0,3.26087,1.9,7815921.25,59.2436881745297,1969,4,126980.0
Australia,1970-01-01,22247.0,82418.0,132600.0,6677.0,2.12766,1.6,7857975.0,59.1675845240027,1970,1,129914.0
Australia,1970-04-01,22749.0,83695.0,135281.0,6603.0,3.191489,1.7,7950885.0,59.0715459756471,1970,2,132600.0
Australia,1970-07-01,22530.0,84978.0,134997.0,7522.0,3.157895,1.7,8043795.0,58.9755074272916,1970,3,135281.0
Australia,1970-10-01,22942.0,85962.0,135629.0,8174.0,5.263158,1.6,8136705.0,58.879468878936,1970,4,134997.0
Australia,1971-01-01,23670.0,85866.0,137274.0,7384.0,5.208333,1.7,8229615.0,58.7834303305805,1971,1,135629.0
Australia,1971-04-01,23449.0,86181.0,137869.0,8712.0,5.154639,1.9,8270368.25,58.716590023573,1971,2,137274.0
Australia,1971-07-01,24414.0,88746.0,142180.0,8766.0,7.142857,1.9,8311121.5,58.6497497165655,1971,3,137869.0
Australia,1971-10-01,23640.0,88201.0,141731.0,10164.0,7.0,2.2,8351874.75,58.582909409558,1971,4,142180.0
Australia,1972-01-01,23475.0,89049.0,140039.0,10246.0,6.930693,2.4,8392628.0,58.5160691025505,1972,1,141731.0
Australia,1972-04-01,23662.0,89824.0,143159.0,10702.0,6.862745,2.4,8430243.5,58.4059437032714,1972,2,140039.0
Australia,1972-07-01,24094.0,90763.0,142435.0,10365.0,5.714286,2.9,8467859.0,58.2958183039923,1972,3,143159.0
Australia,1972-10-01,24269.0,91590.0,143927.0,11640.0,4.672897,2.8,8505474.5,58.1856929047133,1972,4,142435.0
Australia,1973-01-01,24818.0,94009.0,147662.0,10229.0,5.555555,2.6,8543090.0,58.0755675054342,1973,1,143927.0
Australia,1973-04-01,24922.0,95050.0,147942.0,8703.0,8.256881,2.3,8586605.75,57.9117580739978,1973,2,147662.0
Australia,1973-07-01,25329.0,96234.0,149420.0,7792.0,9.90991,2.1,8630121.5,57.7479486425613,1973,3,147942.0
Australia,1973-10-01,26140.0,96646.0,153157.0,8081.0,12.5,2.1,8673637.25,57.5841392111248,1973,4,149420.0
Australia,1974-01-01,26196.0,99306.0,153200.0,5035.0,14.03509,2.1,8717153.0,57.4203297796884,1974,1,153157.0
Australia,1974-04-01,24624.0,99625.0,150090.0,5047.0,14.40678,2.1,8753315.5,57.2587246666366,1974,2,153200.0
Australia,1974-07-01,23950.0,102072.0,151870.0,5655.0,16.39344,2.7,8789478.0,57.0971195535847,1974,3,150090.0
Australia,1974-10-01,23711.0,102123.0,152031.0,7333.0,16.66667,4.0,8825640.5,56.9355144405329,1974,4,151870.0
Australia,1975-01-01,23893.0,104327.0,152613.0,8776.0,17.69231,4.8,8861803.0,56.7739093274811,1975,1,152031.0
Australia,1975-04-01,24180.0,105620.0,157446.0,9961.0,17.03704,4.8,8894642.5,56.5908616988042,1975,2,152613.0
Australia,1975-07-01,24473.0,105997.0,155699.0,9324.0,11.97183,4.7,8927482.0,56.4078140701272,1975,3,157446.0
Australia,1975-10-01,24287.0,104147.0,153357.0,9242.0,14.28571,5.4,8960321.5,56.2247664414503,1975,4,155699.0
Australia,1976-01-01,24803.0,106534.0,160162.0,8951.0,13.0719,4.9,8993161.0,56.0417188127734,1976,1,153357.0
Australia,1976-04-01,25458.0,107789.0,160635.0,9497.0,12.02532,4.5,9030122.25,55.8460377269642,1976,2,160162.0
Australia,1976-07-01,25007.0,109769.0,161939.0,10547.0,13.83648,4.8,9067083.5,55.6503566411549,1976,3,160635.0
Australia,1976-10-01,26266.0,110287.0,163343.0,10114.0,14.28571,4.9,9104044.75,55.4546755553457,1976,4,161939.0
Australia,1977-01-01,25994.0,110897.0,162457.0,8874.0,13.2948,5.2,9141006.0,55.2589944695365,1977,1,163343.0
Australia,1977-04-01,25606.0,111233.0,164758.0,9086.0,13.55932,5.6,9178098.5,55.0885396131111,1977,2,162457.0
Australia,1977-07-01,26417.0,111919.0,164047.0,10119.0,13.25967,5.8,9215191.0,54.9180847566858,1977,3,164758.0
Australia,1977-10-01,26018.0,111945.0,163543.0,11882.0,9.375,5.9,9252283.5,54.7476299002604,1977,4,164047.0
Australia,1978-01-01,26682.0,113214.0,164677.0,10508.0,8.67347,6.6,9289376.0,54.577175043835,1978,1,163543.0
Australia,1978-04-01,27702.0,114842.0,166060.0,10301.0,7.960199,6.259783,9323923.5,54.4256613917612,1978,2,164677.0
Australia,1978-07-01,28272.0,115492.0,168586.0,9899.0,7.804878,6.322486,9358471.0,54.2741477396874,1978,3,166060.0
Australia,1978-10-01,29273.0,114493.0,169957.0,10791.0,7.619048,6.299323,9393018.5,54.1226340876136,1978,4,168586.0
Australia,1979-01-01,29755.0,115283.0,174629.0,12729.0,7.981221,6.309518,9427566.0,53.9711204355398,1979,1,169957.0
Australia,1979-04-01,29959.0,115368.0,171820.0,11985.0,8.75576,6.31741,9463445.75,53.8631107053528,1979,2,174629.0
Australia,1979-07-01,29275.0,115939.0,173418.0,12239.0,9.502262,6.206655,9499325.5,53.7551009751657,1979,3,171820.0
Australia,1979-10-01,30040.0,116908.0,176756.0,14240.0,10.17699,6.182327,9535205.25,53.6470912449787,1979,4,173418.0
Australia,1980-01-01,30304.0,117655.0,177588.0,13189.0,10.43478,6.026472,9571085.0,53.5390815147917,1980,1,176756.0
Australia,1980-04-01,31009.0,118889.0,178025.0,12380.0,11.01695,6.227428,9613994.0,53.4476688130713,1980,2,177588.0
Australia,1980-07-01,33256.0,119066.0,178985.0,10469.0,9.917356,6.130087,9656903.0,53.3562561113509,1980,3,178025.0
Australia,1980-10-01,33456.0,121634.0,182056.0,11067.0,9.236948,5.984907,9699812.0,53.2648434096305,1980,4,178985.0
Australia,1981-01-01,34545.0,121555.0,182737.0,10606.0,9.448819,5.759024,9742721.0,53.17343070791,1981,1,182056.0
Australia,1981-04-01,34799.0,123847.0,185581.0,10315.0,8.396947,5.505586,9792164.0,53.0679350413982,1981,2,182737.0
Australia,1981-07-01,36293.0,126892.0,189325.0,9403.0,9.022556,5.826863,9841607.0,52.9624393748864,1981,3,185581.0
Australia,1981-10-01,37110.0,125809.0,188546.0,8139.0,11.02941,5.964233,9891050.0,52.8569437083745,1981,4,189325.0
Australia,1982-01-01,36856.0,125724.0,187041.0,10063.0,10.79137,6.204003,9940493.0,52.7514480418627,1982,1,188546.0
Australia,1982-04-01,35662.0,129983.0,188701.0,10882.0,10.91549,6.563807,9982042.75,52.641010375584,1982,2,187041.0
Australia,1982-07-01,34728.0,128353.0,187456.0,11108.0,12.41379,7.105997,10023592.5,52.5305727093054,1982,3,188701.0
Australia,1982-10-01,33656.0,130483.0,184440.0,11524.0,11.25828,8.791316,10065142.25,52.4201350430267,1982,4,187456.0
Australia,1983-01-01,31882.0,131369.0,182664.0,10323.0,11.36364,9.635867,10106692.0,52.309697376748,1983,1,184440.0
Australia,1983-04-01,31835.0,130605.0,182290.0,11132.0,11.11111,10.22596,10147469.0,52.157527175777,1983,2,182664.0
Australia,1983-07-01,33290.0,131399.0,187400.0,11222.0,9.202454,10.35832,10188246.0,52.0053569748061,1983,3,182290.0
Australia,1983-10-01,34161.0,132089.0,190565.0,12902.0,8.630953,9.70567,10229023.0,51.8531867738351,1983,4,187400.0
Australia,1984-01-01,34681.0,133886.0,195227.0,11682.0,5.830904,9.363271,10269800.0,51.7010165728641,1984,1,190565.0
Australia,1984-04-01,36681.0,133563.0,197508.0,12552.0,4.0,9.133907,10312785.5,51.5767155656287,1984,2,195227.0
Australia,1984-07-01,36038.0,134388.0,199326.0,12828.0,3.651685,8.826383,10355771.0,51.4524145583932,1984,3,197508.0
Australia,1984-10-01,36946.0,133657.0,200529.0,12374.0,2.465753,8.630576,10398756.5,51.3281135511577,1984,4,199326.0
Australia,1985-01-01,39445.0,137312.0,203488.0,14091.0,4.407713,8.533709,10441742.0,51.2038125439223,1985,1,200529.0
Australia,1985-04-01,39725.0,138600.0,208037.0,15828.0,6.593407,8.449347,10490486.75,51.051562424595,1985,2,203488.0
Australia,1985-07-01,41353.0,140340.0,210704.0,14400.0,7.588076,8.172687,10539231.5,50.8993123052678,1985,3,208037.0
Australia,1985-10-01,40055.0,142218.0,210115.0,15411.0,8.28877,7.860472,10587976.25,50.7470621859406,1985,4,210704.0
Australia,1986-01-01,39795.0,141185.0,211563.0,14787.0,9.234829,7.910121,10636721.0,50.5948120666134,1986,1,210115.0
Australia,1986-04-01,39974.0,144144.0,211180.0,15351.0,8.505155,7.799796,10686851.5,50.4645858433659,1986,2,211563.0
Australia,1986-07-01,39156.0,145542.0,211736.0,17656.0,8.816121,8.227077,10736982.0,50.3343596201184,1986,3,211180.0
Australia,1986-10-01,41126.0,144703.0,215228.0,19122.0,9.62963,8.329931,10787112.5,50.2041333968709,1986,4,211736.0
Australia,1987-01-01,39615.0,145027.0,217362.0,18862.0,9.42029,8.275819,10837243.0,50.0739071736234,1987,1,215228.0
Australia,1987-04-01,41902.0,146102.0,220828.0,20361.0,9.263658,8.169685,10888369.75,49.9864625988423,1987,2,217362.0
Australia,1987-07-01,41363.0,148133.0,224806.0,20260.0,8.333333,7.977164,10939496.5,49.8990180240612,1987,3,220828.0
Australia,1987-10-01,43866.0,150188.0,229354.0,21313.0,7.207207,7.914224,10990623.25,49.8115734492801,1987,4,224806.0
Australia,1988-01-01,44221.0,151620.0,230290.0,21195.0,6.843267,7.515401,11041750.0,49.7241288744991,1988,1,229354.0
Australia,1988-04-01,44469.0,150888.0,230518.0,17857.0,7.173913,7.648367,11092063.25,49.6817196065219,1988,2,230290.0
Australia,1988-07-01,45077.0,153120.0,232362.0,17499.0,7.264957,6.918662,11142376.5,49.6393103385448,1988,3,230518.0
Australia,1988-10-01,47779.0,154488.0,236148.0,16427.0,7.563025,6.753674,11192689.75,49.5969010705676,1988,4,232362.0
Australia,1989-01-01,49425.0,157727.0,238353.0,14526.0,6.818182,6.595932,11243003.0,49.5544918025905,1989,1,236148.0
Australia,1989-04-01,50285.0,160819.0,243544.0,15810.0,7.505071,6.163322,11286440.5,49.534479699528,1989,2,238353.0
Australia,1989-07-01,50349.0,160025.0,245578.0,15281.0,7.968128,6.004934,11329878.0,49.5144675964655,1989,3,243544.0
Australia,1989-10-01,48834.0,161514.0,244900.0,15418.0,7.8125,5.852411,11373315.5,49.494455493403,1989,4,245578.0
Australia,1990-01-01,48512.0,163805.0,246793.0,16968.0,8.704062,6.230425,11416753.0,49.4744433903405,1990,1,244900.0
Australia,1990-04-01,46616.0,165305.0,247137.0,18743.0,7.735849,6.463568,11449512.5,49.5243223647482,1990,2,246793.0
Australia,1990-07-01,46434.0,164638.0,245808.0,19586.0,6.088561,7.226637,11482272.0,49.5742013391558,1990,3,247137.0
Australia,1990-10-01,44781.0,164316.0,247163.0,21301.0,6.884058,7.86702,11515031.5,49.6240803135635,1990,4,245808.0
Australia,1991-01-01,42934.0,165719.0,244057.0,23479.0,4.80427,8.732411,11547791.0,49.6739592879712,1991,1,247163.0
Australia,1991-04-01,41741.0,165960.0,243617.0,25664.0,3.327496,9.639283,11576770.25,49.7191881221725,1991,2,244057.0
Australia,1991-07-01,42129.0,169149.0,244685.0,26072.0,3.130435,9.83267,11605749.5,49.7644169563737,1991,3,243617.0
Australia,1991-10-01,42131.0,168302.0,244851.0,25628.0,1.525424,10.21957,11634728.75,49.809645790575,1991,4,244685.0
Australia,1992-01-01,42154.0,168859.0,246757.0,25735.0,1.697793,10.4162,11663708.0,49.8548746247763,1992,1,244851.0
Australia,1992-04-01,42446.0,170266.0,248551.0,26451.0,1.186441,10.6334,11685507.25,49.9091343710967,1992,2,246757.0
Australia,1992-07-01,42797.0,172077.0,251001.0,26893.0,0.8431703,10.82496,11707306.5,49.9633941174172,1992,3,248551.0
Australia,1992-10-01,46423.0,172892.0,256223.0,27853.0,0.3338898,11.14848,11729105.75,50.0176538637377,1992,4,251001.0
Australia,1993-01-01,45191.0,172183.0,257994.0,28464.0,1.168614,10.90207,11750905.0,50.0719136100581,1993,1,256223.0
Australia,1993-04-01,45653.0,173392.0,259481.0,29133.0,1.842546,10.84812,11776896.75,50.1027758867175,1993,2,257994.0
Australia,1993-07-01,45176.0,173203.0,259814.0,30154.0,2.173913,10.8896,11802888.5,50.1336381633769,1993,3,259481.0
Australia,1993-10-01,46532.0,175822.0,264555.0,31229.0,1.830283,10.88784,11828880.25,50.1645004400363,1993,4,259814.0
Australia,1994-01-01,47997.0,177112.0,268955.0,31789.0,1.485149,10.44032,11854872.0,50.1953627166957,1994,1,264555.0
Australia,1994-04-01,50791.0,177434.0,272163.0,31798.0,1.809211,9.882722,11887661.5,50.2004118575873,1994,2,268955.0
Australia,1994-07-01,53078.0,181102.0,274227.0,29524.0,1.963993,9.47672,11920451.0,50.2054609984789,1994,3,272163.0
Australia,1994-10-01,54490.0,182020.0,277283.0,28895.0,2.614379,9.056933,11953240.5,50.2105101393705,1994,4,274227.0
Australia,1995-01-01,52638.0,183927.0,277045.0,29642.0,3.739837,8.765692,11986030.0,50.2155592802621,1995,1,277283.0
Australia,1995-04-01,51292.0,187353.0,278335.0,29732.0,4.523425,8.364732,12024008.0,50.1984425803845,1995,2,277045.0
Australia,1995-07-01,54967.0,186834.0,284772.0,32965.0,5.136436,8.369714,12061986.0,50.1813258805069,1995,3,278335.0
Australia,1995-10-01,51861.0,189756.0,284722.0,32385.0,5.095541,8.390325,12099964.0,50.1642091806293,1995,4,284772.0
Australia,1996-01-01,53736.0,191954.0,289162.0,35055.0,3.761755,8.400659,12137942.0,50.1470924807517,1996,1,284722.0
Australia,1996-04-01,56721.0,192190.0,291003.0,35647.0,3.09119,8.415429,12172863.75,50.1237452019864,1996,2,289162.0
Australia,1996-07-01,53935.0,192960.0,293303.0,34701.0,2.137405,8.62195,12207785.5,50.1003979232211,1996,3,291003.0
Australia,1996-10-01,55972.0,193584.0,296092.0,35578.0,1.515152,8.62005,12242707.25,50.0770506444558,1996,4,293303.0
Australia,1997-01-01,59866.0,195737.0,298156.0,37572.0,1.359517,8.620089,12277629.0,50.0537033656906,1997,1,296092.0
Australia,1997-04-01,61937.0,198807.0,307097.0,44290.0,0.2998501,8.48208,12311361.5,50.017609958297,1997,2,298156.0
Australia,1997-07-01,61755.0,202213.0,307524.0,39679.0,-0.4484305,8.373807,12345094.0,49.9815165509035,1997,3,307097.0
Australia,1997-10-01,64385.0,204579.0,311905.0,38280.0,-0.2985075,7.976658,12378826.5,49.94542314351,1997,4,307524.0
Australia,1998-01-01,64881.0,204386.0,313855.0,35321.0,-0.1490313,7.840122,12412559.0,49.9093297361165,1998,1,311905.0
Australia,1998-04-01,63247.0,207762.0,317073.0,37759.0,0.7473841,7.733418,12449565.75,49.8750433510535,1998,2,313855.0
Australia,1998-07-01,65072.0,212079.0,322971.0,37419.0,1.351351,7.787669,12486572.5,49.8407569659906,1998,3,317073.0
Australia,1998-10-01,67408.0,214316.0,327990.0,38884.0,1.497006,7.374351,12523579.25,49.8064705809277,1998,4,322971.0
Australia,1999-01-01,66058.0,217428.0,330451.0,36252.0,1.19403,7.08209,12560586.0,49.7721841958647,1999,1,327990.0
Australia,1999-04-01,67021.0,219316.0,331809.0,36359.0,1.038576,6.885693,12600739.5,49.7249852367957,1999,2,330451.0
Australia,1999-07-01,70047.0,220723.0,335376.0,37258.0,1.777778,6.873914,12640893.0,49.6777862777267,1999,3,331809.0
Australia,1999-10-01,70825.0,223855.0,341130.0,40730.0,1.917404,6.633438,12681046.5,49.6305873186577,1999,4,335376.0
Australia,2000-01-01,71890.0,225739.0,342429.0,40285.0,2.80236,6.650477,12721200.0,49.5833883595887,2000,1,341130.0
Australia,2000-04-01,74290.0,227046.0,345785.0,41813.0,3.0837,6.301651,12764749.5,49.5549435786393,2000,2,342429.0
Australia,2000-07-01,70289.0,228658.0,346667.0,46976.0,6.113537,5.989335,12808299.0,49.5264987976898,2000,3,345785.0
Australia,2000-10-01,63681.0,229705.0,345370.0,45649.0,5.788712,6.171623,12851848.5,49.4980540167404,2000,4,346667.0
Australia,2001-01-01,64741.0,231692.0,348597.0,48426.0,6.025825,6.366726,12895398.0,49.4696092357909,2001,1,345370.0
Australia,2001-04-01,65538.0,233929.0,351723.0,50651.0,6.125356,6.869068,12937782.25,49.4108579075025,2001,2,348597.0
Australia,2001-07-01,68159.0,234699.0,355815.0,49470.0,2.469136,6.867237,12980166.5,49.3521065792141,2001,3,351723.0
Australia,2001-10-01,70878.0,236338.0,360014.0,45915.0,3.146375,6.979055,13022550.75,49.2933552509256,2001,4,355815.0
Australia,2002-01-01,72674.0,238875.0,362850.0,46373.0,2.976996,6.626353,13064935.0,49.2346039226372,2002,1,360014.0
Australia,2002-04-01,76651.0,242336.0,369088.0,45632.0,2.818792,6.404262,13108636.5,49.1682543585993,2002,2,362850.0
Australia,2002-07-01,77829.0,244960.0,369994.0,44366.0,3.212852,6.279991,13152338.0,49.1019047945613,2002,3,369088.0
Australia,2002-10-01,82421.0,246060.0,373116.0,41699.0,2.917772,6.157367,13196039.5,49.0355552305234,2002,4,369994.0
Australia,2003-01-01,82877.0,248409.0,373942.0,41709.0,3.285151,6.055445,13239741.0,48.9692056664855,2003,1,373116.0
Australia,2003-04-01,81475.0,250117.0,375461.0,37010.0,2.610966,6.050764,13279716.0,48.9206339176963,2003,2,373942.0
Australia,2003-07-01,84367.0,253563.0,381826.0,36280.0,2.594034,5.906754,13319691.0,48.872062168907,2003,3,375461.0
Australia,2003-10-01,88989.0,258636.0,388299.0,36651.0,2.448454,5.708545,13359666.0,48.8234904201178,2003,4,381826.0
Australia,2004-01-01,89732.0,262619.0,391260.0,33767.0,2.035623,5.536818,13399641.0,48.7749186713286,2004,1,388299.0
Australia,2004-04-01,89868.0,265339.0,394177.0,34718.0,2.544529,5.435417,13445124.25,48.7266884868406,2004,2,391260.0
Australia,2004-07-01,90254.0,267576.0,396780.0,32546.0,2.2756,5.47914,13490607.5,48.6784583023525,2004,3,394177.0
Australia,2004-10-01,93328.0,270682.0,399816.0,30680.0,2.515723,5.117242,13536090.75,48.6302281178645,2004,4,396780.0
Australia,2005-01-01,92986.0,270368.0,403116.0,31635.0,2.369077,5.106683,13581574.0,48.5819979333765,2005,1,399816.0
Australia,2005-04-01,97901.0,275010.0,404914.0,29895.0,2.48139,5.056818,13632309.25,48.5269691702572,2005,2,403116.0
Australia,2005-07-01,99838.0,275916.0,409258.0,29170.0,3.090235,4.958296,13683044.5,48.4719404071379,2005,3,404914.0
Australia,2005-10-01,102198.0,277856.0,412675.0,30096.0,2.822086,5.007583,13733779.75,48.4169116440186,2005,4,409258.0
Australia,2006-01-01,101468.0,280316.0,412947.0,27800.0,2.923264,5.04435,13784515.0,48.3618828808993,2006,1,412675.0
Australia,2006-04-01,101946.0,284789.0,413958.0,26740.0,3.995157,4.857003,13849424.0,48.346672174612,2006,2,412947.0
Australia,2006-07-01,102802.0,287476.0,420229.0,29165.0,3.956835,4.678113,13914333.0,48.3314614683246,2006,3,413958.0
Australia,2006-10-01,102920.0,290841.0,425525.0,26334.0,3.341289,4.515218,13979242.0,48.3162507620373,2006,4,420229.0
Australia,2007-01-01,106830.0,296039.0,431301.0,22882.0,2.485207,4.549487,14044151.0,48.3010400557499,2007,1,425525.0
Australia,2007-04-01,111222.0,297548.0,434000.0,22103.0,2.09546,4.324595,14118897.25,48.2630064196422,2007,2,431301.0
Australia,2007-07-01,110955.0,302390.0,439198.0,21457.0,1.845444,4.255049,14193643.5,48.2249727835345,2007,3,434000.0
Australia,2007-10-01,113804.0,305898.0,440742.0,17741.0,2.886836,4.353584,14268389.75,48.1869391474268,2007,4,439198.0
Australia,2008-01-01,116607.0,307921.0,445533.0,17404.0,4.272517,4.085347,14343136.0,48.1489055113191,2008,1,440742.0
Australia,2008-04-01,119542.0,307055.0,446944.0,14320.0,4.446979,4.258214,14418113.75,48.1457284676204,2008,2,445533.0
Australia,2008-07-01,120100.0,307555.0,449968.0,14333.0,4.983013,4.184844,14493091.5,48.1425514239217,2008,3,446944.0
Australia,2008-10-01,118754.0,308187.0,448082.0,20686.0,3.703704,4.440798,14568069.25,48.139374380223,2008,4,449968.0
Australia,2009-01-01,115001.0,309191.0,452515.0,31280.0,2.436323,5.306861,14643047.0,48.1361973365243,2009,1,448082.0
Australia,2009-04-01,114075.0,313528.0,455398.0,28881.0,1.419214,5.728571,14693879.5,48.2016875062062,2009,2,452515.0
Australia,2009-07-01,114805.0,314377.0,457039.0,27096.0,1.186624,5.683056,14744712.0,48.267177675888,2009,3,455398.0
Australia,2009-10-01,120868.0,317673.0,460734.0,22417.0,2.056277,5.557547,14795544.5,48.3326678455699,2009,4,457039.0
Australia,2010-01-01,120392.0,319740.0,462743.0,21798.0,2.918919,5.328678,14846377.0,48.3981580152518,2010,1,460734.0
Australia,2010-04-01,120104.0,324269.0,465538.0,20274.0,3.121636,5.290525,14889407.75,48.4861272506605,2010,2,462743.0
Australia,2010-07-01,121037.0,326331.0,468872.0,19965.0,2.878465,5.124794,14932438.5,48.5740964860692,2010,3,465538.0
Australia,2010-10-01,121196.0,330068.0,472702.0,16816.0,2.757158,5.090009,14975469.25,48.6620657214778,2010,4,468872.0
Australia,2011-01-01,125737.0,332908.0,471677.0,9946.0,3.256303,4.967171,15018500.0,48.7500349568865,2011,1,472702.0
Australia,2011-04-01,125360.0,335444.0,477239.0,9335.0,3.549061,4.962821,15067779.5,48.9147142786428,2011,2,471677.0
Australia,2011-07-01,134547.0,337893.0,483880.0,7134.0,3.419689,5.194822,15117059.0,49.079393600399,2011,3,477239.0
Australia,2011-10-01,134263.0,339415.0,489143.0,9950.0,2.992776,5.204941,15166338.5,49.2440729221552,2011,4,483880.0
Australia,2012-01-01,138642.0,343358.0,494028.0,4280.0,1.62767,5.141091,15215618.0,49.4087522439115,2012,1,489143.0
Australia,2012-04-01,143124.0,345390.0,497484.0,9243.0,1.209677,5.118793,15266669.75,49.5539563388109,2012,2,494028.0
Australia,2012-07-01,143514.0,345014.0,500603.0,10714.0,2.004008,5.27578,15317721.5,49.6991604337103,2012,3,497484.0
Australia,2012-10-01,143804.0,345441.0,502644.0,10402.0,2.204409,5.36624,15368773.25,49.8443645286096,2012,4,500603.0
Australia,2013-01-01,140998.0,348057.0,505267.0,15197.0,2.502502,5.475448,15419825.0,49.989568623509,2013,1,502644.0
Australia,2013-04-01,138201.0,348952.0,507143.0,17217.0,2.390438,5.630705,15463322.75,50.1283875143698,2013,2,505267.0
Australia,2013-07-01,140320.0,351744.0,511272.0,19396.0,2.1611,5.728624,15506820.5,50.2672064052305,2013,3,507143.0
Australia,2013-10-01,139130.0,354087.0,515340.0,23039.0,2.745098,5.839809,15550318.25,50.4060252960913,2013,4,511272.0
Australia,2014-01-01,138962.0,355000.0,519376.0,29016.0,2.929688,5.898645,15593816.0,50.5448441869521,2014,1,515340.0
Australia,2014-04-01,137430.0,356086.0,521980.0,27121.0,3.015564,5.926972,15635905.5,50.6826023274594,2014,2,519376.0
Australia,2014-07-01,135279.0,359543.0,524083.0,29130.0,2.307692,6.171171,15677995.0,50.8203604679668,2014,3,521980.0
Australia,2014-10-01,134361.0,361852.0,526076.0,33462.0,1.717557,6.253091,15720084.5,50.9581186084741,2014,4,524083.0
Australia,2015-01-01,133663.0,364450.0,531253.0,36258.0,1.328273,6.202832,15762174.0,51.0958767489815,2015,1,526076.0
Australia,2015-04-01,132073.0,366994.0,531848.0,30477.0,1.510859,6.016228,15808145.25,51.2480606632642,2015,2,531253.0
Australia,2015-07-01,129965.0,370583.0,536998.0,37308.0,1.503759,6.17912,15854116.5,51.4002445775469,2015,3,531848.0
Australia,2015-10-01,129067.0,372764.0,540362.0,39696.0,1.688555,5.834507,15900087.75,51.5524284918297,2015,4,536998.0
Australia,2016-01-01,129510.0,376538.0,545359.0,45496.0,1.310861,5.796288,15946059.0,51.7046124061124,2016,1,540362.0
Australia,2016-04-01,127988.0,379695.0,548854.0,44321.0,1.023256,5.686504,16001670.75,51.8039082854611,2016,2,545359.0
Australia,2016-07-01,125617.0,382869.0,548785.0,44191.0,1.296296,5.658362,16057282.5,51.9032041648097,2016,3,548854.0
Australia,2016-10-01,129662.0,384675.0,555132.0,48651.0,1.476015,5.733658,16112894.25,52.0025000441584,2016,4,548785.0
Australia,2017-01-01,130273.0,387703.0,556885.0,39051.0,2.125693,5.807677,16168506.0,52.1017959235071,2017,1,555132.0
Australia,2017-04-01,131146.0,390612.0,560274.0,43852.0,1.933702,5.591532,16218709.75,52.2014133397032,2017,2,556885.0
Australia,2017-07-01,134842.0,392453.0,565440.0,43753.0,1.828154,5.534317,16268913.5,52.3010307558994,2017,3,560274.0
Australia,2017-10-01,134825.0,397065.0,567844.0,39484.0,1.909091,5.491663,16319117.25,52.4006481720955,2017,4,565440.0
Australia,2018-01-01,136794.0,400316.0,573744.0,41086.0,1.900452,5.545494,16369321.0,52.5002655882917,2018,1,567844.0
Australia,2018-04-01,135814.0,402666.0,577981.0,42628.0,2.077688,5.438617,16419599.5,52.5981335921563,2018,2,573744.0
Australia,2018-07-01,136717.0,404100.0,580073.0,46331.0,1.885099,5.188515,16469878.0,52.696001596021,2018,3,577981.0
Australia,2018-10-01,134413.0,406769.0,581464.0,45779.0,1.784121,5.042943,16520156.5,52.7938695998856,2018,4,580073.0
Australia,2019-01-01,133838.0,408826.0,585696.0,47604.0,1.332149,5.042065,16570435.0,52.8917376037503,2019,1,581464.0
Australia,2019-04-01,131059.0,413361.0,587396.0,51704.0,1.59292,5.222134,16603860.0,53.0563761001821,2019,2,585696.0
Australia,2019-07-01,133331.0,413899.0,590688.0,52450.0,1.674009,5.258572,16637285.0,53.221014596614,2019,3,587396.0
Australia,2019-10-01,133066.0,416586.0,594261.0,52110.0,1.840491,5.170668,16670710.0,53.3856530930458,2019,4,590688.0
Australia,2020-01-01,132584.0,415680.0,593477.0,53046.0,2.191061,5.184682,16704135.0,53.5502915894777,2020,1,594261.0
