feature,importance
TradeBalance,0.027884594625326962
DependencyRatio,0.0007735894597096671
Investment,-0.025938379579045157
GDP_lag1,-0.026405619922781166
WorkingAgePop,-0.026867657622135898
inflation,-0.03287662940649109
unemployment,-0.035870345287785634
Consumption,-0.10675163305492294
