feature,importance
TradeBalance,4.0300131262358505
Consumption,1.7768006685050408
Investment,0.49376641193603027
unemployment,0.018634505352526108
DependencyRatio,-0.0043295775712991254
inflation,-0.009809807067411525
GDP_lag1,-0.012264788759064293
WorkingAgePop,-0.05359911228362533
