feature,importance
Consumption,0.7119740825151731
TradeBalance,0.17354516185001898
GDP_lag1,0.030680243682423457
Investment,0.025087266398534147
WorkingAgePop,0.0035281525118578405
inflation,0.0022299199363536304
DependencyRatio,0.00037207865001879223
unemployment,-0.0014119784575840288
