feature,importance
Consumption,1.320279420996379
TradeBalance,0.06468395282642243
WorkingAgePop,0.030274851237041323
Investment,0.013972134085276611
unemployment,0.005184734174348249
DependencyRatio,0.002477503747388088
inflation,-0.001542902590651951
GDP_lag1,-0.003431054620051388
