feature,importance
Consumption,0.5533173110486278
TradeBalance,0.16342808496643255
Investment,0.08287161833878401
WorkingAgePop,0.016304907239882427
inflation,0.00229343485570892
GDP_lag1,0.0016132398065530906
DependencyRatio,0.0006240379847252786
unemployment,-2.8897895159218924e-05
