feature,importance
Investment,0.31766567666500045
Consumption,0.22908054117089338
unemployment,0.045223891665476815
GDP_lag1,0.029036584252218677
WorkingAgePop,0.002371836435955932
DependencyRatio,-0.0009176528107473381
inflation,-0.018726252697996194
TradeBalance,-0.1330316825718057
