feature,importance
Consumption,0.3522091298062357
Investment,0.24679879664105586
inflation,0.17635417041673987
GDP_lag1,0.08584668760873163
TradeBalance,0.07526748481436288
DependencyRatio,0.011235855235117498
unemployment,0.0008661433291755838
WorkingAgePop,-0.004818027852486684
