feature,importance
DependencyRatio,0.1548424221771091
Consumption,0.1421420019739599
inflation,-0.003046278161957594
unemployment,-0.007835699537209796
TradeBalance,-0.02929170501160867
GDP_lag1,-0.06579040997665171
WorkingAgePop,-0.07873470441655567
Investment,-0.09363897302557164
