feature,importance
Consumption,4.442527378498462
TradeBalance,1.6248920208104374
Investment,0.6867931757107257
inflation,0.26216159602927347
unemployment,0.027006421514120117
GDP_lag1,0.026670429209997803
WorkingAgePop,0.0011978179562971646
DependencyRatio,-0.0006065272245737274
