feature,importance
Investment,0.40471054355296515
GDP_lag1,0.350300397103093
TradeBalance,0.2430631811931722
Consumption,0.20287289448269652
unemployment,0.0014870444888368973
inflation,-0.006124328898689524
DependencyRatio,-0.012898785926605871
WorkingAgePop,-0.046945290265292906
