feature,importance
DependencyRatio,2.9917642085583553
TradeBalance,1.6760500886429983
Consumption,0.6202197560655478
Investment,0.5791877431191077
WorkingAgePop,0.22357046619999385
unemployment,0.018117448214755916
inflation,-0.1005772754978664
GDP_lag1,-0.19238551989274408
