feature,importance
Consumption,0.49969845807274477
GDP_lag1,0.4323332074267525
TradeBalance,0.13620389510913694
DependencyRatio,0.04219520943309172
Investment,0.007945508934534329
inflation,0.007370685737540905
unemployment,0.0069194630093086466
WorkingAgePop,0.0022918460650885987
