feature,importance
Investment,2.3324586365981164
TradeBalance,1.530069864452733
Consumption,0.2874632734577577
DependencyRatio,0.19718393930420994
unemployment,0.032802675444708294
inflation,-0.09819498183108148
WorkingAgePop,-0.10070305531187743
GDP_lag1,-0.26138573133562054
