feature,importance
Consumption,0.7582952953193608
WorkingAgePop,0.19543472221020725
GDP_lag1,0.07149166627335425
unemployment,0.04186405660663426
Investment,0.028239130841122617
inflation,0.001022952315840986
TradeBalance,-0.0008731425988903641
DependencyRatio,-0.017591723209493648
