"country","quarter","gross_fixed_capital_formation","final_consumption_expenditure","gross_domestic_product","external_balance_of_goods_and_services","inflation","unemployment","working_age_population","dependency_ratio"
"Bulgaria",2024-01-01,5931.1,27027.5,35000.7,1653.6,3.394024,4.633333,3997409.5,61.1398707087678
"Bulgaria",2000-01-01,2291.3,11410.7,16385.7,766.2,8.515882,14.73333,5558469,46.9861035475776
"Korea",2024-01-01,167783800,372416600,573667300,34583100,3.015835,2.8,36327585,42.45666206548
"Hungary",2024-01-01,3335424,10362127,14467449.4,1536122,3.696712,4.3,6207418,54.2630768541767
"Türkiye",2005-01-01,55907.1,170217.3,227416.6,-5355.6,8.621888,9.233334,45188778,51.4433118771214
"Türkiye",2005-04-01,59803.8,172179.3,229338.4,-7625,8.610982,9.6,45390922.75,51.2451117301309
"Türkiye",2005-07-01,62361.4,175565.3,236779.6,-8391.2,7.909032,9.5,45593067.5,51.0469115831404
"Türkiye",2005-10-01,64805.8,182098.6,243818.4,-8699.8,7.616606,9.7,45795212.25,50.84871143615
"Türkiye",2006-01-01,68181.4,181564.2,243271.9,-10095.1,8.080044,9.5,45997357,50.6505112891595
"Türkiye",2006-04-01,69845.2,185835,253196.7,-11076.4,9.606737,9.033334,46192308.75,50.4838019346929
"Türkiye",2006-07-01,71236.2,182342.2,251508.8,-8962,10.83049,8.933333,46387260.5,50.3170925802264
"Türkiye",2006-10-01,71449.1,183892.2,257347,-5794.1,9.829153,8.766666,46582212.25,50.1503832257598
"Türkiye",2007-01-01,71056.7,189280.6,260218,-7924.7,10.31782,8.9,46777164,49.9836738712933
"Türkiye",2007-04-01,73102,192736.7,259812.2,-8503,9.506886,9.2,46930222.25,49.9706595433981
"Türkiye",2007-07-01,74777,193419.6,262512.2,-14280.8,7.139191,9.2,47083280.5,49.957645215503
"Türkiye",2007-10-01,78468.9,198256,273986.9,-14357.4,8.164232,9.4,47236338.75,49.9446308876079
"Türkiye",2008-01-01,78543.3,199078.9,277052.8,-9682.1,8.81126,9.4,47389397,49.9316165597127
"Türkiye",2008-04-01,73242.6,193525.7,267229.3,-7979.3,10.33767,9.333333,47598755.75,49.7926618419651
"Türkiye",2008-07-01,70892.2,195088.9,263584.4,-7995.7,11.6503,9.966666,47808114.5,49.6537071242175
"Türkiye",2008-10-01,66266.1,191684.2,259258.8,-1687.8,10.92904,11.36667,48017473.25,49.5147524064699
"Türkiye",2009-01-01,53730.8,186011.7,241442.4,5869.7,8.366775,13.1,48226832,49.3757976887223
"Türkiye",2009-04-01,58843.1,191643.1,252413.6,339.4,5.696736,13.73333,48437030,49.2978477369869
"Türkiye",2009-07-01,58525.9,193390.2,257864.4,152.8,5.333162,13.06667,48647228,49.2198977852514
"Türkiye",2009-10-01,61625.9,197484.9,261789.9,-1531.7,5.711496,12.23333,48857426,49.1419478335159
"Türkiye",2010-01-01,60193.5,198248.8,262862.1,-5166,9.291019,12.06667,49067624,49.0639978817805
"Türkiye",2010-04-01,66011.6,203971.3,271398.2,-5030,9.218145,11.2,49283675.75,48.960486003669
"Türkiye",2010-07-01,73420.4,216079,279141.9,-12058.9,8.382892,10.86667,49499727.5,48.8569741255575
"Türkiye",2010-10-01,78895,214991,287599,-14776.5,7.429245,10.33333,49715779.25,48.753462247446
"Türkiye",2011-01-01,78740.2,224265.1,295210.2,-17315,4.344287,9.666667,49931831,48.6499503693345
"Türkiye",2011-04-01,86826,231245.7,300922.9,-14791.8,5.888414,9.533334,50128272,48.5435554407008
"Türkiye",2011-07-01,88957.8,231559,309183.8,-5260.3,6.372144,8.8,50324713,48.437160512067
"Türkiye",2011-10-01,89847.2,230828.2,314237.5,-4909.2,9.195024,8.466666,50521154,48.3307655834332
"Türkiye",2012-01-01,86172.2,231272.9,312764.8,-4846.5,10.49108,8.533334,50717595,48.2243706547994
"Türkiye",2012-04-01,87620.6,234709.3,316206.4,2486.4,9.418072,8.266666,50915017.5,48.1279206901857
"Türkiye",2012-07-01,89792.8,239716,321822.5,-1483.6,9.044818,8.233334,51112440,48.031470725572
"Türkiye",2012-10-01,92557.6,238123.3,327430.8,2608.9,6.770432,8.6,51309862.5,47.9350207609583
"Türkiye",2013-01-01,97769.5,248644.5,337791.9,-6296.1,7.207829,8.866667,51507285,47.8385707963446
"Türkiye",2013-04-01,101550.5,250134.3,347613.6,-3048,6.977458,9,51701323.75,47.7844444519589
"Türkiye",2013-07-01,105300.1,258817.2,351305.5,-6185.9,8.309168,9.2,51895362.5,47.7303181075732
"Türkiye",2013-10-01,103836.8,254948.5,352495.1,-7355.3,7.475638,9.133333,52089401.25,47.6761917631875
"Türkiye",2014-01-01,108723.6,256806.3,361389.7,1680.3,8.009679,9.4,52283440,47.6220654188018
"Türkiye",2014-04-01,100585.5,258487,358310.1,2624,9.400366,9.7,52462594.5,47.6120218954707
"Türkiye",2014-07-01,105374.2,265676.1,364568.6,1737.9,9.236269,10.06667,52641749,47.6019783721396
"Türkiye",2014-10-01,108022.2,268141.6,368151.9,-4070.7,8.760275,10.4,52820903.5,47.5919348488085
"Türkiye",2015-01-01,110437.8,271457.1,374241.9,1193.8,7.46675,10.56667,53000058,47.5818913254774
"Türkiye",2015-04-01,115168.6,270411.4,382819.6,5060.4,7.73599,10.3,53199692,47.5265871237938
"Türkiye",2015-07-01,115046.8,271251.3,386123.5,7137.5,7.301009,10.13333,53399326,47.4712829221102
"Türkiye",2015-10-01,118991.4,278511.1,392753.8,479.2,8.163403,10.26667,53598960,47.4159787204266
"Türkiye",2016-01-01,117455.7,281381.5,391863.7,-648.4,8.598533,10.16667,53798594,47.360674518743
"Türkiye",2016-04-01,117560.5,289016.4,397909.8,-2230.1,6.927862,10.36667,53988851.5,47.3209372849921
"Türkiye",2016-07-01,117126.4,281660.2,387011.1,-6466.2,8.036956,11.26667,54179109,47.2812000512412
"Türkiye",2016-10-01,121831.8,294804.9,409265.9,3068.9,7.565904,11.73333,54369366.5,47.2414628174903
"Türkiye",2017-01-01,121384.2,295673.7,412481.9,7626.5,10.21274,11.93333,54559624,47.2017255837394
"Türkiye",2017-04-01,126839.7,300473.9,422521.3,2194.6,11.49598,11.23333,54734094,47.2321339412614
"Türkiye",2017-07-01,131131.8,302404.1,433448.1,-1866.9,10.55504,10.46667,54908564,47.2625422987833
"Türkiye",2017-10-01,129975.9,312375.8,440440.9,-5665,12.26635,10.1,55083034,47.2929506563053
"Türkiye",2018-01-01,134576.7,314883.7,446881.8,-8088.8,10.27945,9.933333,55257504,47.3233590138273
"Türkiye",2018-04-01,137507,315956.7,447690.3,7622.4,12.79448,10.5,55446288.25,47.3500243367692
"Türkiye",2018-07-01,126799.1,310790.8,444555.4,30620.6,19.43866,11.16667,55635072.5,47.3766896597111
"Türkiye",2018-10-01,114589.5,298867.3,431013.4,34336.1,22.36816,12.16667,55823856.75,47.403354982653
"Türkiye",2019-01-01,115235.6,311146,439788.3,31410.9,19.91104,13.76667,56012641,47.4300203055949
"Türkiye",2019-04-01,110633.5,318912.8,449404,29736.8,17.95033,13.73333,56132544,47.4734545491416
"Türkiye",2019-07-01,109594.9,317991,449514.9,32016,13.52613,14.03333,56252447,47.5168887926881
"Türkiye",2019-10-01,115876.2,318374.1,456539,12078.3,10.30631,13.4,56372350,47.5603230362347
"Türkiye",2020-01-01,113385.7,321816.9,458149.9,12793.8,12.12581,12.86667,56492253,47.6037572797814
"Türkiye",2020-04-01,106294.6,296922.1,410591.3,-5790.8,11.65203,13.6,56625660,47.5927899008219
"Türkiye",2020-07-01,133925.5,345232.4,474951.9,-13254.5,11.76091,13.2,56759067,47.5818225218624
"Türkiye",2020-10-01,128975.1,342951.4,480977.4,10394.4,13.50983,12.9,56892474,47.570855142903
"Türkiye",2021-01-01,127410.6,349108.6,493870.5,14988.8,15.59347,12.8,57025881,47.5598877639435
"Türkiye",2021-04-01,128685.1,360962.4,501784.8,22645.9,17.08753,12.56667,57213406.5,47.4412153264209
"Türkiye",2021-07-01,131182.8,373645,519397.6,20643.8,19.26423,11.63333,57400932,47.3225428888982
"Türkiye",2021-10-01,130130.9,401297.5,528927,34298.3,25.84839,11.06667,57588457.5,47.2038704513756
"Türkiye",2022-01-01,134692.4,407296.9,527370,31466.9,54.79904,11,57775983,47.0851980138529
"Türkiye",2022-04-01,136267.6,406498.2,536231.2,39339,74.06995,10.6,57885826.25,46.9562781430076
"Türkiye",2022-07-01,132952.4,429936.5,541068.5,24941,81.10273,10.03333,57995669.5,46.8273582721623
"Türkiye",2022-10-01,136248.5,442083.7,546326.6,18740.1,77.37286,10.26667,58105512.75,46.6984384013169
"Türkiye",2023-01-01,138863.1,446478,542069.4,13897.2,54.33605,9.9,58215356,46.5695185304716
"Türkiye",2023-04-01,143384.5,459856.2,567809.2,5746.5,40.42637,9.633333,58282019.5,46.4848181311769
"Türkiye",2023-07-01,150238.6,459834.5,572232.9,13071,56.19653,9.233334,58348683,46.4001177318822
"Türkiye",2023-10-01,147296.2,469854.7,576067.8,17584.7,62.72422,8.733334,58415346.5,46.3154173325875
"Türkiye",2024-01-01,150037.8,474603.8,580967.1,20721.4,66.83995,8.833333,58482010,46.2307169332928
"Chile",2013-01-01,11202387,30217007.2,42066006.4,-478599.4,1.469216,6.429749,12125123,45.2513265226258
"Chile",2013-04-01,11563445.7,30667756,42370824.1,-85492.2,1.271718,6.018675,12156685.75,45.2356828645184
"Chile",2013-07-01,11584443,31030366.5,42664863,61342.8,2.105816,5.653958,12188248.5,45.220039206411
"Chile",2013-10-01,10850784.1,31362463.2,42836182.3,449945.4,2.304794,6.221504,12219811.25,45.2043955483036
"Chile",2014-01-01,11035360.2,31416244,42940577.2,565254.6,3.423863,6.504017,12251374,45.1887518901962
"Chile",2014-04-01,11035256.3,31547124.6,43250308.2,1101341.3,5.054989,6.266478,12280856.5,45.2141876481335
"Chile",2014-07-01,10526244,31578840.2,43096936.3,976569.4,4.900641,6.532434,12310339,45.2396234060708
"Chile",2014-10-01,10794463.4,32008929.1,43597631.4,941294.2,5.477413,6.679096,12339821.5,45.2650591640082
"Chile",2015-01-01,10680570.1,32111512.1,43835737.6,835195.1,4.374057,6.223112,12369304,45.2904949219455
"Chile",2015-04-01,10705735.9,32325736.5,44232224.3,1108836.5,4.179832,6.427068,12399147.5,45.3351051773141
"Chile",2015-07-01,11155429.4,32593790.1,44062646.5,269457.5,4.74717,6.33728,12428991,45.3797154326828
"Chile",2015-10-01,10822395.9,33108660.7,44449744.8,653525.2,4.097173,6.325104,12458834.5,45.4243256880515
"Chile",2016-01-01,10916587.3,33309719.4,44816620.3,800298.4,4.650215,6.482181,12488678,45.4689359434201
"Chile",2016-04-01,10613785.3,33530955.1,44670722.6,740634.4,4.209449,6.761727,12531182,45.4782665541972
"Chile",2016-07-01,10417790.2,34106131.5,44954371.8,366378.4,3.494488,6.82024,12573686,45.4875971649744
"Chile",2016-10-01,10449397.3,34342782,44974394.9,497929,2.829717,6.673213,12616190,45.4969277757515
"Chile",2017-01-01,10183089,34709784.1,44605766.9,-465325.3,2.754665,7.01432,12658694,45.5062583865287
"Chile",2017-04-01,10158212.3,34874004.1,45208274.1,-394366.7,2.303727,7.051231,12716538,45.4976208065845
"Chile",2017-07-01,10130610.8,35232646.3,46059889.8,478017.7,1.663882,6.787814,12774382,45.4889832266404
"Chile",2017-10-01,10637365.7,35766225.9,46493518.6,86117.2,2.019641,6.996768,12832226,45.4803456466963
"Chile",2018-01-01,10807113.5,36013029.8,46896363.2,-108661.8,1.998553,7.325032,12890070,45.4717080667522
"Chile",2018-04-01,10983495.5,36437062.6,47522973.3,-825118,2.155882,7.262956,12950758,45.4768012585159
"Chile",2018-07-01,10777418.4,36366388.7,47292168.8,-562219.6,2.81449,7.26519,13011446,45.4818944502796
"Chile",2018-10-01,11151588.1,36945771.2,47992696.6,-578385.1,2.7654,7.66041,13072134,45.4869876420433
"Chile",2019-01-01,11205364.8,36967533.5,47642789.7,-803778.4,2.29722,7.185767,13132822,45.4920808338071
"Chile",2019-04-01,11381796.5,37293315.9,48258394.4,-843838.7,2.630431,7.014002,13190030.5,45.5260561354927
"Chile",2019-07-01,11446499.4,37290852.9,48357592.4,-294036.4,2.464367,7.14266,13247239,45.5600314371783
"Chile",2019-10-01,11585678.3,35264757,46474765.5,-534239.4,2.833311,7.562832,13304447.5,45.5940067388639
"Chile",2020-01-01,11284359.4,36074817.8,47340830.8,486341.2,3.698689,8.16237,13361656,45.6279820405495
"Chile",2020-04-01,9208660.2,29897631.3,41345614.7,2199195.9,2.932427,11.85023,13389741.75,45.7327210941448
"Chile",2020-07-01,9529034.4,34046256.9,43421921,749348.7,2.678107,12.01882,13417827.5,45.8374601477402
"Chile",2020-10-01,10564280.9,36998414.7,46418866.4,329603.2,2.883996,10.99301,13445913.25,45.9421992013355
"Chile",2021-01-01,11507055.9,38085376.1,48138497.7,-2335785.3,2.948951,10.3158,13473999,46.0469382549309
"Chile",2021-04-01,11046788.9,39586798.8,48602544.3,-1922281.9,3.592073,9.217409,13487643.25,46.1772031891497
"Chile",2021-07-01,12151975,42483130.4,50660117.3,-3462101.7,4.887313,8.183814,13501287.5,46.3074681233686
"Chile",2021-10-01,12324877.7,43233191.2,51739329.7,-4446165.1,6.632462,7.683762,13514931.75,46.4377330575875
"Chile",2022-01-01,12146569.6,42910229.1,51001341.5,-4309708.6,8.308844,7.733182,13528576,46.5679979918064
"Chile",2022-04-01,12223581.1,42141733.6,50924012.6,-3735509.7,11.51853,7.582384,13539905.5,46.6893786263356
"Chile",2022-07-01,12506006.5,41540773.8,50839801.8,-2753425.8,13.64679,7.824423,13551235,46.8107592608647
"Chile",2022-10-01,12436134.4,40955696.2,50702733.2,-2116426.8,12.9797,8.373216,13562564.5,46.9321398953939
"Chile",2023-01-01,12623973.8,40457478.9,50792613.1,-1066959.6,11.78705,8.733566,13573894,47.0535205299231
"Chile",2023-04-01,12582129.1,40407351,50979229.7,-2048330.6,8.723264,8.28898,13585211.75,47.1616684977333
"Chile",2023-07-01,12265094.9,40359467.9,51579269.4,-1502322.6,5.632269,8.68568,13596529.5,47.2698164655436
"Chile",2023-10-01,12000407.6,40485711.4,51403729.9,-1229761.1,4.58606,9.020696,13607847.25,47.3779644333538
"Australia",2005-01-01,92986,270368,403116,31635,2.369077,5.106683,13581574,48.5819979333765
"Australia",2005-04-01,97901,275010,404914,29895,2.48139,5.056818,13632309.25,48.5269691702572
"Australia",2005-10-01,102198,277856,412675,30096,2.822086,5.007583,13733779.75,48.4169116440186
"Australia",2006-01-01,101468,280316,412947,27800,2.923264,5.04435,13784515,48.3618828808993
"Australia",2006-04-01,101946,284789,413958,26740,3.995157,4.857003,13849424,48.346672174612
"Australia",2006-07-01,102802,287476,420229,29165,3.956835,4.678113,13914333,48.3314614683246
"Australia",2006-10-01,102920,290841,425525,26334,3.341289,4.515218,13979242,48.3162507620373
"Australia",2007-01-01,106830,296039,431301,22882,2.485207,4.549487,14044151,48.3010400557499
"Australia",2007-04-01,111222,297548,434000,22103,2.09546,4.324595,14118897.25,48.2630064196422
"Australia",2007-07-01,110955,302390,439198,21457,1.845444,4.255049,14193643.5,48.2249727835345
"Australia",2008-01-01,116607,307921,445533,17404,4.272517,4.085347,14343136,48.1489055113191
"Australia",2008-04-01,119542,307055,446944,14320,4.446979,4.258214,14418113.75,48.1457284676204
"Australia",2008-07-01,120100,307555,449968,14333,4.983013,4.184844,14493091.5,48.1425514239217
"Australia",2008-10-01,118754,308187,448082,20686,3.703704,4.440798,14568069.25,48.139374380223
"Australia",2009-01-01,115001,309191,452515,31280,2.436323,5.306861,14643047,48.1361973365243
"Australia",2009-04-01,114075,313528,455398,28881,1.419214,5.728571,14693879.5,48.2016875062062
"Australia",2009-07-01,114805,314377,457039,27096,1.186624,5.683056,14744712,48.267177675888
"Australia",2009-10-01,120868,317673,460734,22417,2.056277,5.557547,14795544.5,48.3326678455699
"Australia",2010-01-01,120392,319740,462743,21798,2.918919,5.328678,14846377,48.3981580152518
"Australia",2010-04-01,120104,324269,465538,20274,3.121636,5.290525,14889407.75,48.4861272506605
"Australia",2010-07-01,121037,326331,468872,19965,2.878465,5.124794,14932438.5,48.5740964860692
"Australia",2010-10-01,121196,330068,472702,16816,2.757158,5.090009,14975469.25,48.6620657214778
"Australia",2011-01-01,125737,332908,471677,9946,3.256303,4.967171,15018500,48.7500349568865
"Australia",2011-04-01,125360,335444,477239,9335,3.549061,4.962821,15067779.5,48.9147142786428
"Australia",2011-07-01,134547,337893,483880,7134,3.419689,5.194822,15117059,49.079393600399
"Australia",2011-10-01,134263,339415,489143,9950,2.992776,5.204941,15166338.5,49.2440729221552
"Australia",2012-01-01,138642,343358,494028,4280,1.62767,5.141091,15215618,49.4087522439115
"Australia",2012-07-01,143514,345014,500603,10714,2.004008,5.27578,15317721.5,49.6991604337103
"Australia",2012-10-01,143804,345441,502644,10402,2.204409,5.36624,15368773.25,49.8443645286096
"Australia",2013-01-01,140998,348057,505267,15197,2.502502,5.475448,15419825,49.989568623509
"Australia",2013-04-01,138201,348952,507143,17217,2.390438,5.630705,15463322.75,50.1283875143698
"Australia",2013-07-01,140320,351744,511272,19396,2.1611,5.728624,15506820.5,50.2672064052305
"Australia",2013-10-01,139130,354087,515340,23039,2.745098,5.839809,15550318.25,50.4060252960913
"Australia",2014-01-01,138962,355000,519376,29016,2.929688,5.898645,15593816,50.5448441869521
"Australia",2014-04-01,137430,356086,521980,27121,3.015564,5.926972,15635905.5,50.6826023274594
"Australia",2014-07-01,135279,359543,524083,29130,2.307692,6.171171,15677995,50.8203604679668
"Australia",2014-10-01,134361,361852,526076,33462,1.717557,6.253091,15720084.5,50.9581186084741
"Australia",2015-01-01,133663,364450,531253,36258,1.328273,6.202832,15762174,51.0958767489815
"Australia",2015-04-01,132073,366994,531848,30477,1.510859,6.016228,15808145.25,51.2480606632642
"Australia",2015-07-01,129965,370583,536998,37308,1.503759,6.17912,15854116.5,51.4002445775469
"Australia",2015-10-01,129067,372764,540362,39696,1.688555,5.834507,15900087.75,51.5524284918297
"Australia",2016-01-01,129510,376538,545359,45496,1.310861,5.796288,15946059,51.7046124061124
"Australia",2016-04-01,127988,379695,548854,44321,1.023256,5.686504,16001670.75,51.8039082854611
"Australia",2016-07-01,125617,382869,548785,44191,1.296296,5.658362,16057282.5,51.9032041648097
"Australia",2016-10-01,129662,384675,555132,48651,1.476015,5.733658,16112894.25,52.0025000441584
"Australia",2017-01-01,130273,387703,556885,39051,2.125693,5.807677,16168506,52.1017959235071
"Australia",2017-04-01,131146,390612,560274,43852,1.933702,5.591532,16218709.75,52.2014133397032
"Australia",2017-07-01,134842,392453,565440,43753,1.828154,5.534317,16268913.5,52.3010307558994
"Australia",2017-10-01,134825,397065,567844,39484,1.909091,5.491663,16319117.25,52.4006481720955
"Australia",2018-01-01,136794,400316,573744,41086,1.900452,5.545494,16369321,52.5002655882917
"Australia",2018-04-01,135814,402666,577981,42628,2.077688,5.438617,16419599.5,52.5981335921563
"Australia",2018-07-01,136717,404100,580073,46331,1.885099,5.188515,16469878,52.696001596021
"Australia",2018-10-01,134413,406769,581464,45779,1.784121,5.042943,16520156.5,52.7938695998856
"Australia",2019-01-01,133838,408826,585696,47604,1.332149,5.042065,16570435,52.8917376037503
"Australia",2019-04-01,131059,413361,587396,51704,1.59292,5.222134,16603860,53.0563761001821
"Australia",2019-07-01,133331,413899,590688,52450,1.674009,5.258572,16637285,53.221014596614
"Australia",2019-10-01,133066,416586,594261,52110,1.840491,5.170668,16670710,53.3856530930458
"Australia",2020-01-01,132584,415680,593477,53046,2.191061,5.184682,16704135,53.5502915894777
"Australia",2020-04-01,125297,381034,553411,56204,-0.3484321,6.900278,16683679,53.7936467261223
"Australia",2020-07-01,127682,403229,572752,42926,0.6932409,7.060553,16663223,54.0370018627669
"Australia",2020-10-01,133614,417343,592337,45049,0.8605852,6.771162,16642767,54.2803569994116
"Australia",2021-01-01,140367,421910,605616,44479,1.114923,5.929016,16622311,54.5237121360562
"Australia",2021-04-01,143706,426699,610361,36364,3.846154,5.197278,16671007.5,54.5653311534149
"Australia",2021-07-01,144776,417074,600014,40691,3.012048,4.67595,16719704,54.6069501707736
"Australia",2021-10-01,145296,436348,621250,36398,3.498293,4.692452,16768400.5,54.6485691881324
"Australia",2022-01-01,146530,447254,627351,25468,5.089058,4.055991,16817097,54.6901882054911
"Australia",2022-04-01,146734,453264,633464,28929,6.144781,3.797702,16940953.25,54.5053568664796
"Australia",2022-07-01,147249,455402,636381,23180,7.26817,3.53491,17064809.5,54.3205255274681
"Australia",2022-10-01,146869,459331,640751,30401,7.831822,3.491621,17188665.75,54.1356941884566
"Australia",2023-01-01,149979,461227,644021,28041,7.021792,3.616484,17312522,53.950862849445
"Australia",2023-04-01,153964,463731,646360,30664,6.026963,3.603237,17411932.75,53.8659641068862
"Australia",2023-07-01,155474,465387,649595,28477,5.373832,3.662701,17511343.5,53.7810653643273
"Australia",2023-10-01,155894,466330,650405,28752,4.051988,3.896599,17610754.25,53.6961666217684
"Australia",2024-01-01,155077,470246,651445,22540,3.61991,3.901825,17710165,53.6112678792095
"Australia",2012-04-01,143124,345390,497484,9243,1.209677,5.118793,15266669.75,49.5539563388109
"Colombia",2007-01-01,30806583.8,115250015.3,143099318.9,-1061198.6,5.250998,11.77066,27485803,55.2024148612285
"Colombia",2007-04-01,30342752.3,116951356.1,145197973.8,-1261264.3,6.170886,11.28263,27600136.75,54.9926961424454
"Colombia",2007-07-01,30622711.5,119568497.7,148217190.7,-830162.5,5.329668,11.11759,27714470.5,54.7829774236623
"Colombia",2007-10-01,30600952.4,120821130.9,149942516.6,207625.4,5.425856,10.96386,27828804.25,54.5732587048792
"Colombia",2008-01-01,29465400.9,121460336.4,150997329.8,-1240150.7,6.090256,11.05084,27943138,54.3635399860961
"Colombia",2008-04-01,29981579.4,122446978.4,151245754.3,-2025394.9,6.43379,11.12221,28057964.25,54.1572316261663
"Colombia",2008-07-01,29740682.9,123691717.4,153049709.4,-3469127.1,7.655225,11.62615,28172790.5,53.9509232662365
"Colombia",2008-10-01,29862336.7,124907967.8,150420206.5,-7317327.3,7.779421,11.75152,28287616.75,53.7446149063068
"Colombia",2009-01-01,30835161.4,124753064.9,150707408.2,-3543742,6.59279,11.81331,28402443,53.538306546377
"Colombia",2009-04-01,31062213.8,125419928.5,152587901.2,-1627543.6,4.764182,11.80932,28517925,53.337735374513
"Colombia",2009-07-01,31663734.5,126102659,154069759.1,-1509642.5,3.205279,12.47797,28633407,53.1371642026489
"Colombia",2009-10-01,30792890.3,127140347.6,155250931.5,-2556071.9,2.362468,12.67722,28748889,52.9365930307849
"Colombia",2010-01-01,31626931.7,129693717.8,156584430.6,-3771055,2.006843,11.84551,28864371,52.7360218589208
"Colombia",2010-04-01,33252722.4,131192101.3,159312908.4,-3854243.6,2.102621,12.20286,28977131.75,52.5468883069666
"Colombia",2010-07-01,33081461.9,133212555.7,160454444.5,-5193265.5,2.277102,11.77703,29089892.5,52.3577547550124
"Colombia",2010-10-01,35227884,134903625.3,163799216.5,-6112435.9,2.700229,11.99874,29202653.25,52.1686212030582
"Colombia",2011-01-01,35959950.3,135811566.3,167134927.2,-6118868.9,3.250984,11.33696,29315414,51.979487651104
"Colombia",2011-04-01,36505931,139387364.1,169853095.1,-7396190.8,3.029916,11.22331,29423050,51.8062006071024
"Colombia",2011-07-01,38294654,140731630.5,173297779,-8119166.6,3.476763,10.72728,29530686,51.6329135631009
"Colombia",2011-10-01,38693464.7,143062439,174342198.7,-9193773.7,3.899287,10.62011,29638322,51.4596265190993
"Colombia",2012-01-01,37556657.8,144951712.5,177193197.9,-8640365.1,3.501593,10.48847,29745958,51.2863394750978
"Colombia",2012-04-01,39074447.9,146479778.8,177901645.4,-10017790.8,3.352959,10.64447,29848228.5,51.1325391624042
"Colombia",2012-07-01,39088122.6,148351798.3,177075390.3,-9808234.6,3.073272,10.41652,29950499,50.9787388497106
"Colombia",2012-10-01,38717771.8,149910710.4,179244766.4,-10820609.5,2.757268,10.45255,30052769.5,50.824938537017
"Colombia",2013-01-01,41219083.6,152343574.8,182043671.4,-11445746.1,1.910367,10.2444,30155040,50.6711382243234
"Colombia",2013-04-01,41104694.2,154880031.2,186980984.2,-11863590.8,2.059846,9.774415,30253851.75,50.5365608030888
"Colombia",2013-07-01,40651482.8,155930656.7,188127122.3,-12768977.7,2.25492,9.634247,30352663.5,50.4019833818541
"Colombia",2013-10-01,44557739.4,158111737.3,190787222,-11123685.4,1.842521,9.286333,30451475.25,50.2674059606195
"Colombia",2014-01-01,44694950.9,159748989.9,193493607,-13945933.8,2.318763,9.512119,30550287,50.1328285393849
"Colombia",2014-04-01,45204339.6,160998689.2,194137357.9,-14964228.5,2.811481,9.065138,30648548.25,50.0179398325606
"Colombia",2014-07-01,46336711.6,162179947.1,196009923.7,-13744305.8,2.921736,9.047546,30746809.5,49.9030511257363
"Colombia",2014-10-01,46720998,165206373.9,197948111.4,-18210531.9,3.536403,9.15458,30845070.75,49.788162418912
"Colombia",2015-01-01,47039016.8,166217139.5,199132526.4,-14302471.7,4.243003,8.847721,30943332,49.6732737120876
"Colombia",2015-04-01,47666240.3,167543016.8,200870555.3,-11515314.5,4.486227,8.885289,31049033,49.580333838823
"Colombia",2015-07-01,47948000.5,170317127.6,202681708.1,-16559730.9,4.853514,9.056919,31154734,49.4873939655584
"Colombia",2015-10-01,45441742.4,166123716,202007210.2,-14436482.9,6.35338,8.97434,31260435,49.3944540922937
"Colombia",2016-01-01,45144118.7,169266370.5,204859668.6,-12764895.1,7.67693,9.555507,31366136,49.3015142190291
"Colombia",2016-04-01,45738192.5,169845582.5,204448293.3,-12987025.9,8.245364,8.92588,31479056.75,49.234503373259
"Colombia",2016-07-01,44758372.1,170424780.4,205450554,-12261727.4,8.10591,9.225188,31591977.5,49.167492527489
"Colombia",2016-10-01,47018316.7,171564266.5,206730484,-12592351.6,6.064231,9.168704,31704898.25,49.1004816817189
"Colombia",2017-01-01,45992834.4,172180210.6,206565854.1,-13567230.3,5.113197,9.419534,31817819,49.0334708359489
"Colombia",2017-04-01,46020608.6,173862950.6,207742531.3,-12213171.1,4.33794,8.884084,31967094.25,48.9944561286041
"Colombia",2017-07-01,47051790.8,175045005.5,208677275.6,-11848368.7,3.7453,9.401033,32116369.5,48.9554414212593
"Colombia",2017-10-01,46980766.3,175884833.4,209670339,-11544229.9,4.083219,9.450676,32265644.75,48.9164267139146
"Colombia",2018-01-01,45074805,178787413.3,210993580.6,-12791246,3.392616,9.485732,32414920,48.8774120065698
"Colombia",2018-04-01,47404016.2,180659562.3,212612409.3,-14980385.1,3.162381,9.103607,32612879.25,48.8460310191774
"Colombia",2018-07-01,47689887.4,181837394.9,214539894.8,-13787959.7,3.14856,9.392747,32810838.5,48.8146500317849
"Colombia",2018-10-01,47806291.4,183363629.5,215862115.3,-17123409.3,3.260765,10.11258,33008797.75,48.7832690443924
"Colombia",2019-01-01,48500656.4,185189888.2,217705694.1,-16577730.2,3.129196,10.47783,33206757,48.751888057
"Colombia",2019-04-01,49257206.7,187746904.1,219794214.3,-16204653.8,3.331961,9.690977,33402385.75,48.6400609804821
"Colombia",2019-07-01,48602877.9,189894179,221133209.5,-18160838.4,3.786708,10.70867,33598014.5,48.5282339039642
"Colombia",2019-10-01,45818259,192925028.6,222590882.1,-17575777.6,3.837463,10.58604,33793643.25,48.4164068274463
"Colombia",2020-01-01,42364849.1,192360249.6,218463274.8,-16302391.7,3.732994,11.37766,33989272,48.3045797509285
"Colombia",2020-04-01,28916192.1,160791857.7,182995018,-9563082.3,2.848354,19.2102,34125198.25,48.2346405046431
"Colombia",2020-07-01,36526714.5,175737127,201091996.9,-14380869.3,1.938496,17.4387,34261124.5,48.1647012583578
